Consumer,Promotion,Opened Email,Clicked Email Link,Created Account,Paid for Membership
1781,Free Month,Y,N,N,N
1782,10% off,Y,Y,Y,Y
1783,Free Month,N,N,N,N
1784,10% off,N,N,N,N
1785,Free Month,N,N,N,N
1786,10% off,Y,N,N,N
1787,Free Month,N,N,N,N
1788,10% off,Y,Y,Y,Y
1789,Free Month,N,N,N,N
1790,10% off,Y,N,N,N
1791,Free Month,N,N,N,N
1792,10% off,Y,Y,Y,Y
1793,Free Month,N,N,N,N
1794,10% off,N,N,N,N
1795,Free Month,N,N,N,N
1796,10% off,N,N,N,N
1797,Free Month,N,N,N,N
1798,10% off,N,N,N,N
1799,Free Month,N,N,N,N
1800,10% off,N,N,N,N
1801,Free Month,N,N,N,N
1802,10% off,N,N,N,N
1803,Free Month,Y,N,N,N
1804,10% off,N,N,N,N
1805,Free Month,Y,Y,N,N
1806,10% off,N,N,N,N
1807,Free Month,N,N,N,N
1808,10% off,Y,Y,Y,Y
1809,Free Month,N,N,N,N
1810,10% off,Y,Y,Y,Y
1811,Free Month,N,N,N,N
1812,10% off,N,N,N,N
1813,Free Month,Y,Y,N,N
1814,10% off,N,N,N,N
1815,Free Month,N,N,N,N
1816,10% off,N,N,N,N
1817,Free Month,Y,N,N,N
1818,10% off,N,N,N,N
1819,Free Month,Y,N,N,N
1820,10% off,Y,N,N,N
1821,Free Month,Y,Y,N,N
1822,10% off,Y,Y,Y,Y
1823,Free Month,N,N,N,N
1824,10% off,N,N,N,N
1825,Free Month,Y,Y,N,N
1826,10% off,N,N,N,N
1827,Free Month,N,N,N,N
1828,10% off,N,N,N,N
1829,Free Month,Y,N,N,N
1830,10% off,N,N,N,N
1831,Free Month,N,N,N,N
1832,10% off,Y,N,N,N
1833,Free Month,Y,Y,Y,Y
1834,10% off,Y,N,N,N
1835,Free Month,N,N,N,N
1836,10% off,Y,Y,Y,Y
1837,Free Month,Y,N,N,N
1838,10% off,N,N,N,N
1839,Free Month,N,N,N,N
1840,10% off,Y,N,N,N
1841,Free Month,Y,Y,Y,Y
1842,10% off,N,N,N,N
1843,Free Month,N,N,N,N
1844,10% off,N,N,N,N
1845,Free Month,Y,Y,N,N
1846,10% off,N,N,N,N
1847,Free Month,Y,N,N,N
1848,10% off,N,N,N,N
1849,Free Month,N,N,N,N
1850,10% off,N,N,N,N
1851,Free Month,Y,Y,N,N
1852,10% off,Y,N,N,N
1853,Free Month,N,N,N,N
1854,10% off,N,N,N,N
1855,Free Month,N,N,N,N
1856,10% off,Y,Y,Y,Y
1857,Free Month,Y,N,N,N
1858,10% off,N,N,N,N
1859,Free Month,Y,N,N,N
1860,10% off,N,N,N,N
1861,Free Month,N,N,N,N
1862,10% off,N,N,N,N
1863,Free Month,Y,Y,Y,Y
1864,10% off,N,N,N,N
1865,Free Month,N,N,N,N
1866,10% off,Y,Y,Y,Y
1867,Free Month,N,N,N,N
1868,10% off,N,N,N,N
1869,Free Month,N,N,N,N
1870,10% off,Y,N,N,N
1871,Free Month,N,N,N,N
1872,10% off,Y,N,N,N
1873,Free Month,N,N,N,N
1874,10% off,Y,Y,Y,Y
1875,Free Month,Y,N,N,N
1876,10% off,N,N,N,N
1877,Free Month,Y,N,N,N
1878,10% off,N,N,N,N
1879,Free Month,Y,N,N,N
1880,10% off,N,N,N,N
1881,Free Month,N,N,N,N
1882,10% off,N,N,N,N
1883,Free Month,Y,Y,Y,N
1884,10% off,N,N,N,N
1885,Free Month,N,N,N,N
1886,10% off,Y,N,N,N
1887,Free Month,N,N,N,N
1888,10% off,N,N,N,N
1889,Free Month,N,N,N,N
1890,10% off,N,N,N,N
1891,Free Month,Y,N,N,N
1892,10% off,N,N,N,N
1893,Free Month,N,N,N,N
1894,10% off,N,N,N,N
1895,Free Month,N,N,N,N
1896,10% off,Y,Y,Y,Y
1897,Free Month,N,N,N,N
1898,10% off,N,N,N,N
1899,Free Month,N,N,N,N
1900,10% off,N,N,N,N
1901,Free Month,N,N,N,N
1902,10% off,N,N,N,N
1903,Free Month,N,N,N,N
1904,10% off,N,N,N,N
1905,Free Month,Y,Y,N,N
1906,10% off,Y,N,N,N
1907,Free Month,Y,Y,Y,N
1908,10% off,Y,Y,N,N
1909,Free Month,Y,Y,Y,Y
1910,10% off,N,N,N,N
1911,Free Month,N,N,N,N
1912,10% off,N,N,N,N
1913,Free Month,Y,Y,N,N
1914,10% off,N,N,N,N
1915,Free Month,N,N,N,N
1916,10% off,N,N,N,N
1917,Free Month,Y,Y,Y,N
1918,10% off,N,N,N,N
1919,Free Month,N,N,N,N
1920,10% off,N,N,N,N
1921,Free Month,N,N,N,N
1922,10% off,Y,N,N,N
1923,Free Month,N,N,N,N
1924,10% off,N,N,N,N
1925,Free Month,Y,N,N,N
1926,10% off,Y,Y,Y,Y
1927,Free Month,Y,N,N,N
1928,10% off,N,N,N,N
1929,Free Month,Y,N,N,N
1930,10% off,N,N,N,N
1931,Free Month,N,N,N,N
1932,10% off,N,N,N,N
1933,Free Month,Y,Y,Y,Y
1934,10% off,Y,N,N,N
1935,Free Month,N,N,N,N
1936,10% off,N,N,N,N
1937,Free Month,Y,N,N,N
1938,10% off,N,N,N,N
1939,Free Month,Y,Y,Y,Y
1940,10% off,N,N,N,N
1941,Free Month,N,N,N,N
1942,10% off,N,N,N,N
1943,Free Month,N,N,N,N
1944,10% off,N,N,N,N
1945,Free Month,N,N,N,N
1946,10% off,Y,N,N,N
1947,Free Month,Y,N,N,N
1948,10% off,Y,N,N,N
1949,Free Month,Y,Y,Y,N
1950,10% off,Y,Y,Y,Y
1951,Free Month,Y,Y,Y,N
1952,10% off,Y,N,N,N
1953,Free Month,Y,Y,N,N
1954,10% off,N,N,N,N
1955,Free Month,Y,N,N,N
1956,10% off,Y,N,N,N
1957,Free Month,N,N,N,N
1958,10% off,Y,Y,Y,Y
1959,Free Month,Y,N,N,N
1960,10% off,N,N,N,N
1961,Free Month,Y,N,N,N
1962,10% off,N,N,N,N
1963,Free Month,N,N,N,N
1964,10% off,N,N,N,N
1965,Free Month,N,N,N,N
1966,10% off,N,N,N,N
1967,Free Month,Y,Y,N,N
1968,10% off,N,N,N,N
1969,Free Month,Y,N,N,N
1970,10% off,N,N,N,N
1971,Free Month,N,N,N,N
1972,10% off,N,N,N,N
1973,Free Month,N,N,N,N
1974,10% off,Y,N,N,N
1975,Free Month,N,N,N,N
1976,10% off,Y,N,N,N
1977,Free Month,Y,Y,Y,Y
1978,10% off,N,N,N,N
1979,Free Month,Y,N,N,N
1980,10% off,N,N,N,N
1981,Free Month,N,N,N,N
1982,10% off,N,N,N,N
1983,Free Month,N,N,N,N
1984,10% off,N,N,N,N
1985,Free Month,N,N,N,N
1986,10% off,N,N,N,N
1987,Free Month,Y,Y,N,N
1988,10% off,N,N,N,N
1989,Free Month,N,N,N,N
1990,10% off,N,N,N,N
1991,Free Month,N,N,N,N
1992,10% off,Y,Y,N,N
1993,Free Month,Y,N,N,N
1994,10% off,N,N,N,N
1995,Free Month,Y,Y,Y,N
1996,10% off,N,N,N,N
1997,Free Month,N,N,N,N
1998,10% off,N,N,N,N
1999,Free Month,N,N,N,N
2000,10% off,N,N,N,N
