"bin","age","income"
"40-49",48,89170.8423612443
"20-29",29,88408.1857036693
"60-69",69,50203.4599309468
"80-",81,43134.6170494737
"20-29",20,36394.0916484569
"50-59",54,84942.5958384789
"50-59",51,49316.1512742305
"30-39",35,102114.552558455
"40-49",49,96499.1618593552
"30-39",30,61567.9602576185
"70-79",75,60739.0983304312
"20-29",26,97821.6641508152
"40-49",46,88413.8641429116
"40-49",45,41518.3917175573
"20-29",29,52534.2795410336
"30-39",34,70449.697921732
"20-29",22,33204.1968780033
"40-49",47,49686.5888306194
"30-39",36,54434.7662511634
"50-59",58,56483.7604428093
"60-69",65,30572.6661146684
"40-49",48,76876.5739261441
"40-49",45,80546.0545202852
"30-39",34,104150.133933564
"30-39",38,40572.3440296152
"20-29",21,34833.1712480879
"70-79",75,50001.23496632
"60-69",64,58748.8030201632
"30-39",37,56839.2247169233
"30-39",36,54409.4510623904
"30-39",34,57795.1212051466
"30-39",32,86105.53722112
"50-59",53,116384.94786503
"20-29",25,74373.4273470174
"40-49",49,69280.2413081468
"20-29",24,40861.7335503894
"70-79",72,35517.3377701862
"70-79",70,63369.5376435266
"60-69",63,97244.9321763724
"40-49",49,44369.7363538342
"30-39",36,58732.5019131094
"30-39",36,79857.3357033896
"70-79",78,59490.5294101863
"40-49",48,48534.9800998666
"40-49",42,73776.5447002399
"40-49",42,78356.6930440256
"40-49",45,97523.3442496845
"40-49",40,67725.243982562
"20-29",29,92529.3720075779
"40-49",42,85505.4848395739
"40-49",49,44468.2960079029
"20-29",28,71910.4334919976
"30-39",38,68906.7089863485
"20-29",21,44512.3711120923
"20-29",24,39003.6970772507
"60-69",61,81051.4479553922
"30-39",38,89921.1127540801
"20-29",20,42507.2385752547
"50-59",52,93696.9720748837
"40-49",40,97442.216368968
"60-69",68,36799.4075957275
"40-49",40,46713.0861191824
"20-29",27,111049.250529574
"30-39",36,110384.662198467
"40-49",40,56465.702356352
"20-29",22,23784.169436759
"20-29",24,31891.5650339033
"30-39",38,137160.787666343
"20-29",21,29201.057310464
"60-69",63,83540.6078156819
"50-59",55,44505.6518593826
"40-49",43,86700.3693068349
"50-59",54,44916.4249707337
"20-29",24,24830.2415475097
"20-29",22,29985.3334947455
"50-59",57,42620.269196365
"30-39",36,107917.023011543
"50-59",58,51216.3962705566
"30-39",31,111644.533075728
"60-69",61,73761.1154419199
"20-29",21,46369.6100459777
"60-69",68,32926.5815582276
"10-19",19,22804.7776703357
"30-39",35,90400.9831878778
"40-49",49,59360.6350667659
"40-49",40,50416.1773078996
"50-59",54,67566.9303367447
"20-29",22,34422.789016869
"30-39",37,101132.74042143
"30-39",33,127859.623842013
"20-29",23,32607.7346710518
"80-",89,43115.0538355023
"30-39",31,63124.5423290557
"70-79",70,46010.776563891
"40-49",43,72606.5615359544
"10-19",18,36585.7633580904
"30-39",31,66181.1153181493
"20-29",26,78104.1542015508
"30-39",38,108913.86163959
"80-",85,38154.4696929232
"20-29",27,131851.203308794
"50-59",58,71180.3140198333
"30-39",38,131837.906253696
"40-49",45,61987.7442700802
"60-69",67,24369.6461574699
"40-49",48,53176.6609869102
"20-29",29,97287.7976988688
"30-39",32,82295.7696398594
"20-29",25,33949.5347053721
"70-79",73,49414.2093329611
"40-49",48,76904.924456591
"20-29",22,20580.5382491298
"70-79",72,35223.8928040782
"30-39",33,105316.37609838
"20-29",21,29670.6119952554
"30-39",36,90610.498147384
"80-",80,65539.1515350831
"30-39",33,142233.006160398
"20-29",25,112817.643696125
"30-39",30,93064.8805079415
"50-59",55,87450.3637915187
"30-39",38,108106.794846861
"30-39",31,123398.705466654
"70-79",74,25791.6380273255
"40-49",42,57816.9961216267
"80-",87,48504.1352393406
"60-69",63,47458.0183084178
"80-",83,34543.1387080557
"20-29",28,101848.104282644
"30-39",37,82174.4714446478
"70-79",70,77594.4222905493
"80-",82,56200.5066982627
"80-",81,37318.9134615733
"30-39",33,39144.573290387
"30-39",34,65352.2404777718
"30-39",30,103274.66372333
"60-69",61,26837.2923306942
"30-39",38,103513.266474385
"50-59",55,63327.8687039562
"30-39",34,84118.9066575647
"30-39",32,70018.3256849609
"60-69",60,74853.0896098067
"20-29",26,93480.6604960773
"60-69",64,100558.19597986
"60-69",66,47425.1789410925
"20-29",24,23933.4364843609
"80-",84,36441.1451752574
"60-69",60,70820.9192906111
"30-39",38,76563.5126276084
"60-69",65,47013.533381213
"40-49",48,52816.3615742486
"20-29",28,125176.65500783
"60-69",61,75660.8564282292
"30-39",35,98533.431723986
"30-39",31,61896.7642285097
"80-",84,38238.3229200775
"30-39",30,79745.3161201582
"20-29",26,94400.4032067963
"60-69",64,53904.0593341262
"20-29",27,85282.4985032564
"40-49",49,80678.2250095539
"30-39",39,79941.4387159212
"40-49",44,66041.8430109911
"30-39",38,62386.8690468907
"30-39",31,77275.8281014109
"20-29",24,31443.337005183
"40-49",43,105676.525871154
"50-59",57,77006.1847018637
"50-59",53,40659.8496741774
"40-49",45,44710.9233192848
"50-59",59,59081.2977925793
"60-69",64,35749.7381244031
"30-39",34,112521.525955253
"20-29",21,32979.0945565951
"10-19",19,20432.8156027833
"60-69",62,71542.3092226897
"20-29",24,42781.7568760853
"20-29",20,38045.1707850244
"50-59",55,68520.4188555984
"60-69",65,55165.140379289
"40-49",46,84900.5026399932
"20-29",24,22442.9649713191
"40-49",47,85651.4204774723
"30-39",30,74496.0235907812
"40-49",42,79513.1686109695
"20-29",25,114619.532481592
"40-49",46,107964.872893843
"30-39",31,120275.478393155
"40-49",41,90700.0287946017
"60-69",62,59705.2232743439
"40-49",41,80291.6380015263
"20-29",28,133118.239517886
"20-29",26,87079.6577958529
"20-29",22,36931.556077624
"50-59",53,45647.865684725
"30-39",36,94948.5422141763
"40-49",47,63041.5668277955
"20-29",23,48541.0383866448
"50-59",57,112181.587154058
"20-29",20,32321.470870588
"20-29",20,18935.403147076
"70-79",79,59565.7793460917
"20-29",24,23577.284427013
"30-39",38,94512.2504876196
"40-49",45,29577.2485504798
"60-69",65,70854.1660700143
"50-59",53,48974.0025695821
"30-39",34,76647.4909963182
"20-29",27,68347.1621769402
"60-69",68,67135.1385972872
"60-69",62,99800.1947509971
"30-39",37,77272.6075186838
"40-49",45,66347.1315080287
"40-49",46,90429.2825625117
"60-69",61,59490.1866261129
"50-59",59,62983.9537837975
"30-39",37,63414.5746262591
"40-49",47,66764.5392889067
"30-39",33,114461.640785648
"60-69",62,77572.2225830235
"30-39",33,131184.703043438
"80-",86,38654.6472146901
"30-39",34,101391.811111982
"30-39",39,98309.0810264794
"30-39",33,68374.188256788
"30-39",33,82750.9490488898
"20-29",26,102020.121271428
"50-59",54,87634.1320816907
"20-29",27,73008.2757539239
"30-39",35,75404.731797468
"30-39",33,79094.1134871122
"20-29",29,86509.7337968969
"30-39",30,65440.0094722509
"40-49",46,45341.1396201647
"70-79",74,60802.9950266381
"30-39",39,96450.2239565143
"10-19",19,22509.0966212362
"20-29",20,30334.9115744702
"40-49",42,70215.701458948
"50-59",54,59169.5061916478
"60-69",65,26813.1583758822
"30-39",33,100806.392930306
"40-49",48,76579.0831838307
"40-49",43,70262.3176216258
"20-29",28,108687.536245603
"40-49",46,107426.372046683
"30-39",37,76139.7507818012
"30-39",38,115019.195397304
"20-29",21,35195.8416654677
"30-39",30,33960.3033396222
"20-29",29,66041.7750425199
"40-49",40,122976.068710416
"30-39",38,129306.3065869
"20-29",22,23880.9847753817
"10-19",19,43792.68030682
"30-39",37,93986.8056498624
"40-49",41,73059.6657911623
"20-29",28,61403.2355216814
"20-29",22,28543.542440881
"80-",85,55685.3377956856
"80-",83,52377.8134817881
"20-29",21,19803.4413808273
"80-",81,54816.7277920322
"10-19",19,36587.3727254693
"60-69",67,59942.5952395261
"30-39",39,64758.885118415
"30-39",37,71381.8800641405
"50-59",52,83954.025226591
"30-39",30,96949.2427493428
"20-29",25,83788.0704720145
"60-69",67,30974.1505316835
"60-69",64,33002.0740577478
"70-79",78,38215.3904778847
"30-39",30,36472.9490852136
"20-29",26,64511.0232513958
"20-29",24,31028.6000002324
"20-29",29,76374.5341528063
"40-49",43,67650.564121954
"60-69",67,56606.1470016298
"20-29",26,83642.6244174235
"80-",82,52489.4169028626
"30-39",32,32267.9239531754
"50-59",53,72266.2950191044
"20-29",28,56883.3733697704
"40-49",49,60987.3061638331
"50-59",56,70259.4260730294
"60-69",63,95082.1631840276
"20-29",26,27752.0186480393
"40-49",44,57845.4131504871
"40-49",46,68517.5010029274
"30-39",36,142830.467911914
"50-59",54,52640.6577145217
"20-29",25,53087.5299121887
"50-59",50,36659.5394596125
"30-39",31,113046.335218391
"50-59",52,82723.4419787661
"70-79",70,55945.5364693289
"20-29",23,32939.69708339
"20-29",28,99291.9571066597
"30-39",33,85268.9791081515
"50-59",50,79742.1321882843
"20-29",27,51353.6560319835
"20-29",26,50333.5121899704
"60-69",67,37777.7006783906
"20-29",24,42851.1542490354
"40-49",40,116853.056036598
"70-79",76,42094.8701075032
"50-59",51,14899.6344358244
"20-29",27,23730.5888213043
"40-49",40,105625.246720973
"40-49",44,122437.576205216
"50-59",54,49526.6420584718
"40-49",48,64821.0480826026
"60-69",63,94859.9615352321
"30-39",31,105537.045239585
"40-49",42,39764.7173505774
"60-69",68,46630.4475988775
"50-59",52,80788.9104731791
"30-39",35,62712.7740080163
"50-59",56,51893.8012634165
"30-39",38,101264.934401287
"20-29",22,11629.4033364461
"40-49",40,124851.859505956
"20-29",29,133672.667729227
"20-29",23,17884.7448227321
"20-29",22,27021.8483192039
"30-39",34,103319.689610667
"30-39",37,68801.7434108263
"60-69",66,37841.1398282197
"30-39",37,59635.3692581863
"70-79",77,49591.2512095452
"40-49",41,55179.6055317496
"60-69",64,60722.4840646936
"30-39",31,82762.3509963584
"30-39",35,85809.1239860382
"20-29",21,26889.1166839133
"50-59",51,69523.7902833025
"20-29",23,29676.8574935829
"50-59",59,91317.9609075226
"20-29",25,78462.837076228
"20-29",23,31561.0511686641
"30-39",37,37007.4778422194
"50-59",54,65442.6629715867
"20-29",23,33688.1049705125
"40-49",40,68869.6326720535
"20-29",21,19332.0434959234
"20-29",27,76791.6259781701
"10-19",18,25021.1951545363
"40-49",42,93789.6667962329
"30-39",30,80155.1829885557
"40-49",43,118857.369159217
"20-29",29,65996.0216497499
"20-29",25,74948.256464697
"70-79",76,37364.1079553326
"50-59",50,92818.3405982319
"50-59",57,54720.3521619443
"10-19",18,32863.9903641969
"60-69",60,45480.7924085033
"20-29",27,34317.2804645183
"30-39",31,86011.0290261917
"60-69",60,89680.2093286515
"30-39",34,66718.0169995272
"70-79",73,51304.8438237428
"30-39",38,97878.3859078503
"50-59",53,54165.693554613
"50-59",50,56533.2187845175
"40-49",47,44347.2906722667
"50-59",58,91933.9542229775
"30-39",31,92424.6031171563
"50-59",56,81476.7186298142
"30-39",37,103120.019426732
"50-59",55,75986.2903224466
"30-39",37,114374.796390378
"60-69",68,28010.8639065797
"30-39",37,75031.0625202282
"40-49",43,101023.357139697
"60-69",65,41437.1148861526
"40-49",44,95093.2629541008
"40-49",49,77767.2790413763
"40-49",45,64162.7778335186
"20-29",23,26912.4475148241
"30-39",33,54178.213127177
"40-49",48,62611.6702543989
"50-59",57,59912.9072511229
"60-69",69,42827.2330740939
"50-59",55,84756.3782333227
"30-39",34,100700.327307129
"20-29",25,85895.3557490324
"20-29",21,20651.7986712281
"40-49",43,61986.2265140732
"40-49",49,73118.263597575
"20-29",20,32742.9580917196
"30-39",30,77570.3849291135
"20-29",20,31329.3988468456
"30-39",31,117566.601771833
"20-29",24,24961.2578643976
"40-49",40,86921.5399169907
"30-39",35,106707.801680749
"20-29",25,58006.7622812214
"60-69",62,100305.695293436
"30-39",30,77664.011570358
"20-29",27,93514.2834242011
"30-39",34,54471.1378192006
"30-39",39,61191.813869231
"50-59",59,91973.0046468454
"20-29",25,103586.427228232
"70-79",78,50975.4601918448
"30-39",37,97209.2074628192
"10-19",19,55034.2915385245
"20-29",28,51704.6834476613
"30-39",37,102256.763258432
"20-29",28,72513.7652023672
"60-69",63,30173.4909034579
"60-69",62,42513.7584732093
"20-29",23,22293.5293244327
"20-29",26,67441.5490357355
"30-39",38,63559.2249202849
"30-39",38,74809.6621357347
"20-29",22,41818.276039281
"20-29",28,102288.544561941
"40-49",42,75738.4200451164
"70-79",72,50344.8874184725
"50-59",54,82412.5796557098
"70-79",72,25743.569941152
"30-39",34,76330.8429158006
"30-39",38,109934.472500233
"70-79",78,49506.587585833
"30-39",34,92615.1947275698
"10-19",19,14227.0349080765
"30-39",37,65217.1191049428
"10-19",19,46928.1050584472
"30-39",32,80247.9167033965
"20-29",21,35097.0235446883
"40-49",47,102064.768766549
"50-59",59,61160.4673026991
"40-49",44,116636.790034753
"30-39",37,60408.4557595055
"40-49",41,120105.334512951
"30-39",35,76960.3947662862
"30-39",31,82045.6230512592
"20-29",21,39690.624546883
"50-59",51,98413.2895871796
"40-49",49,40304.6378904695
"80-",88,40927.3270500292
"20-29",20,22092.5519610141
"40-49",42,71086.1774948289
"20-29",24,21063.5896675835
"20-29",28,67947.373733519
"40-49",40,60468.5364629357
"60-69",64,72582.2019993108
"40-49",48,35985.2313512507
"30-39",30,83556.4506450027
"30-39",33,95625.0947470674
"20-29",26,29135.9782342971
"30-39",34,47508.7737799017
"30-39",39,96337.1030763496
"70-79",79,49686.8581268337
"30-39",35,85655.64984956
"20-29",26,32267.8268285513
"30-39",36,66805.0793296819
"30-39",37,79510.2208771495
"60-69",64,84650.4275658711
"40-49",42,56617.488153304
"30-39",35,39687.5485502596
"40-49",41,114161.447428986
"20-29",27,91335.7015628064
"50-59",52,77003.8956591974
"60-69",66,55847.7530373154
"50-59",55,47958.9549875077
"70-79",74,27153.1043234971
"80-",83,32898.8172517359
"30-39",37,132265.766837968
"30-39",36,46546.4395454415
"60-69",62,66361.4837432116
"30-39",33,84517.0075994806
"20-29",25,60300.3049932718
"60-69",65,45446.0891478892
"20-29",27,99486.0137642369
"20-29",24,27038.3754775413
"40-49",45,65600.3031449766
"30-39",31,54906.9045097755
"30-39",33,52272.1660103783
"60-69",63,78987.7794322979
"40-49",46,61717.3616282105
"50-59",55,77575.3822393301
"30-39",37,80147.2802132564
"20-29",28,84084.9482556345
"20-29",21,22399.2407006437
"50-59",51,31088.2620398432
"70-79",71,22591.37615318
"40-49",49,95191.8029576346
"10-19",19,28008.7896739158
"20-29",20,47473.2012413663
"30-39",32,80285.6763343043
"50-59",51,71501.4850591107
"20-29",24,45580.4346934409
"60-69",66,44914.1894214601
"20-29",25,74862.6006697029
"70-79",72,46253.7053852593
"20-29",20,20666.6985010142
"40-49",44,58966.6783194953
"40-49",40,62159.4053399159
"50-59",53,65940.1176276084
"30-39",33,91285.1136614476
"30-39",36,85813.8473139819
"60-69",69,44349.4292284665
"40-49",48,81239.8982351442
"40-49",47,76153.9440776841
"60-69",68,35993.3343239212
"20-29",28,121882.741249544
"30-39",33,85892.9257843368
"70-79",74,41614.0312110534
"40-49",40,83947.5579274376
"20-29",20,17698.3083353076
"20-29",25,76268.6180438928
"70-79",77,35169.2254973725
"50-59",52,57980.0585424817
"40-49",40,105293.592470559
"50-59",53,16620.5975985608
"20-29",27,97242.9067395108
"40-49",46,66879.129844074
"20-29",25,89170.0507233445
"30-39",35,88287.3152828982
"10-19",19,44750.6844847111
"70-79",74,59070.5852333771
"20-29",27,56328.065218212
"40-49",40,35203.0080670254
"40-49",46,37108.5202780993
"50-59",57,120685.828298074
"40-49",46,71072.7484058787
"20-29",28,95771.335697459
"60-69",63,82947.5227008925
"30-39",33,107243.310074075
"70-79",70,56897.2157862059
"20-29",26,104622.388360585
"40-49",47,94414.3666832104
"30-39",36,64680.4393899453
"40-49",49,49752.0433816964
"40-49",44,125318.669637869
"20-29",25,57245.1438853452
"60-69",63,62792.8171010345
"30-39",39,67273.2815601303
"50-59",58,51940.6058878969
"20-29",28,39174.1784182894
"60-69",60,68931.3961078147
"40-49",47,48431.970162129
"70-79",76,54604.8048591581
"70-79",73,38952.6168769406
"40-49",46,47613.9845436063
"70-79",77,51145.0787648402
"30-39",39,55900.8219175938
"30-39",38,70320.5804427423
"20-29",26,62054.6058164666
"40-49",47,92119.6626406472
"40-49",43,83635.3582071284
"20-29",26,101827.15999513
"20-29",29,94591.2039034564
"30-39",33,79951.3016327121
"30-39",37,108331.305260651
"60-69",64,92501.1438122747
"60-69",61,83278.255352406
"40-49",45,54421.5817025076
"20-29",26,112040.688669376
"50-59",53,88609.4436966521
"60-69",64,70300.2910729257
"30-39",31,86137.0549178413
"30-39",31,61978.2205137987
"40-49",45,84680.2314060982
"60-69",68,49855.696447929
"40-49",46,75203.0662188518
"30-39",36,65182.8684320746
"30-39",34,78499.0192102037
"20-29",24,30270.3619177727
"30-39",34,88776.962786422
"80-",88,38863.8967817536
"50-59",52,83801.6908113699
"20-29",24,14303.1534741285
"80-",88,51148.6863845734
"70-79",77,46681.1282285602
"50-59",55,60132.604417796
"10-19",19,29303.7402920534
"40-49",45,50082.1950594249
"50-59",58,78515.2433588099
"40-49",46,67683.7675082465
"30-39",36,84472.628379832
"50-59",59,94125.9496453372
"50-59",57,73401.2208931067
"70-79",74,35305.9610072296
"30-39",36,47208.0026295203
"30-39",34,85593.6239918531
"30-39",33,106207.944654697
"40-49",42,73345.9482143823
"40-49",44,79333.7637519099
"30-39",32,101718.99271849
"50-59",51,58122.7240592222
"30-39",30,55588.3840684207
"30-39",34,123595.393627565
"30-39",32,59413.146071954
"50-59",58,86085.6825222895
"20-29",22,42173.5665383774
"20-29",25,139088.152421242
"20-29",22,35815.9738348849
"20-29",25,89577.8251447442
"80-",83,54967.9034989611
"30-39",37,75380.6703227028
"30-39",31,92581.1392522367
"20-29",21,21818.9368677729
"60-69",62,99638.3073357026
"40-49",48,47243.952027179
"50-59",53,107539.78188123
"60-69",66,29003.9926264639
"30-39",35,90152.4485812048
"30-39",36,90163.8047633296
"30-39",33,78301.6729606378
"20-29",20,37959.8972640705
"60-69",64,78554.3613453627
"50-59",55,55984.1782035459
"20-29",29,99660.3520508343
"60-69",69,19903.9096172741
"30-39",34,58760.1427771879
"20-29",20,39745.0327675937
"60-69",61,33028.1215237994
"40-49",44,71669.9094018745
"40-49",45,92550.2740108865
"40-49",48,83025.0170406372
"30-39",35,74891.2458022169
"20-29",23,41106.6268542815
"60-69",69,46689.5785385282
"20-29",25,102157.14989338
"40-49",44,95431.3590104417
"30-39",33,96866.8082872719
"20-29",21,29432.7573502083
"10-19",19,9336.36990205223
"30-39",33,63966.145932431
"40-49",40,84677.368888651
"20-29",24,28164.1368531314
"40-49",46,70626.8654127932
"60-69",65,37294.1281835338
"20-29",21,45672.3747738836
"80-",85,33190.6990123701
"30-39",39,112446.15780453
"40-49",42,93315.5355185617
"20-29",22,37969.2034729
"50-59",53,94343.0649162625
"40-49",47,73688.7979086322
"80-",84,41469.5411727602
"40-49",40,130465.332422236
"20-29",21,31145.8815880897
"20-29",23,47220.3935412617
"30-39",35,79374.6693371958
"20-29",25,92657.8250726638
"20-29",26,71766.8015260786
"40-49",41,44265.968018504
"40-49",41,76985.5934394653
"30-39",32,102300.705252928
"30-39",31,101070.307979552
"50-59",53,78709.7944944106
"30-39",34,67994.1751427242
"20-29",23,49082.7783456604
"70-79",72,49207.4104203725
"20-29",21,36753.86858705
"50-59",57,43572.2863113273
"70-79",78,66769.7401956647
"80-",82,35250.9016762996
"50-59",51,75590.6545075809
"20-29",25,62422.4791421034
"20-29",26,73383.9119714512
"20-29",28,118188.10084031
"30-39",32,85065.3446339149
"30-39",37,66761.0807187103
"50-59",58,81486.4634220641
"20-29",26,50452.2013574905
"30-39",36,59704.2939221766
"20-29",28,131642.295372466
"60-69",61,61112.0946705897
"50-59",52,35781.2826934506
"40-49",48,108346.37425588
"20-29",22,18163.3785039204
"30-39",35,96754.5123473216
"40-49",48,100301.883320158
"20-29",29,129362.816036147
"20-29",25,79943.4241158869
"50-59",59,93026.4485481096
"10-19",19,35836.1338573075
"40-49",49,107060.214479907
"60-69",61,67816.357923967
"30-39",38,59057.6283359296
"80-",88,34724.4647914612
"30-39",34,91090.35919494
"80-",84,50283.193571595
"40-49",40,92490.7527993778
"30-39",39,70736.6319278459
"60-69",64,59956.5714481026
"50-59",54,43771.8884103492
"30-39",35,129021.563212623
"50-59",55,59352.8045785548
"40-49",49,46972.0551490594
"40-49",44,67789.3865916345
"40-49",44,42780.4636099827
"50-59",51,59179.2729816166
"40-49",43,49597.5680147558
"20-29",29,52904.2301640516
"40-49",41,92853.3915124878
"60-69",63,63512.3460707753
"20-29",20,40141.0310603919
"40-49",42,48651.6837468987
"60-69",63,72681.5450618316
"30-39",38,49091.8313883484
"50-59",55,94123.0689141636
"40-49",40,76026.1573545183
"50-59",58,94809.5946422346
"70-79",77,56263.2538926824
"70-79",72,64394.76949373
"50-59",54,55039.2440464776
"20-29",25,81163.6734273305
"30-39",33,66320.0695814274
"80-",80,37631.0234993565
"40-49",42,53813.1594418598
"30-39",37,120334.583159649
"30-39",32,53441.0113795707
"50-59",58,39681.5018932942
"20-29",24,17958.5047269581
"20-29",26,87927.3183327347
"30-39",30,71085.8068456803
"30-39",32,76753.2306053543
"20-29",28,78743.2454621492
"20-29",20,28645.5178934013
"30-39",33,76108.306526314
"40-49",42,92299.3505503763
"20-29",29,78166.4704571344
"40-49",44,71040.09822452
"20-29",20,22325.1384118546
"40-49",47,54263.0261950575
"70-79",79,35630.6167662022
"40-49",45,90773.6154817055
"30-39",33,60656.8264663054
"30-39",30,89724.9469810276
"40-49",41,126411.130349665
"40-49",45,118351.658159606
"50-59",59,94442.1659545328
"60-69",69,55658.7700642018
"70-79",77,28763.8776861797
"70-79",70,83758.9950366252
"30-39",35,97599.0537433749
"40-49",48,99758.8019266951
"40-49",41,36120.5074147271
"20-29",29,99729.1771842161
"50-59",52,98163.0779891174
"70-79",78,42059.4518412757
"20-29",25,39708.8395463414
"20-29",25,99722.5563176666
"30-39",38,48878.5572625808
"50-59",54,46646.2677234752
"20-29",20,37267.521668134
"50-59",53,72395.0173307034
"60-69",65,32166.7664533632
"20-29",26,113626.111342505
"30-39",34,108541.153665382
"40-49",40,68377.0306083934
"70-79",70,37995.8738272933
"20-29",26,71517.8891407088
"20-29",20,40001.1523935315
"20-29",25,76025.5411123028
"80-",88,36399.201487078
"20-29",21,35569.3423520115
"40-49",45,56657.5742985068
"60-69",60,104962.016873076
"30-39",37,98294.7592602276
"50-59",54,76337.4596850584
"50-59",58,50425.2699215491
"40-49",46,82579.4778989226
"70-79",74,55143.6986062491
"30-39",38,114146.394055939
"30-39",34,85929.1486096801
"70-79",71,65426.8908808299
"20-29",21,12858.6547664804
"60-69",64,72838.2171108157
"30-39",32,60277.4268928716
"20-29",28,92999.02194709
"20-29",27,60293.2528732744
"20-29",20,22710.4046462218
"30-39",36,103677.877645668
"60-69",68,42985.6175446542
"40-49",49,63739.3027847974
"70-79",72,16084.883687457
"30-39",32,89136.0881046336
"30-39",35,61067.201925396
"20-29",20,19614.0139916284
"30-39",35,55225.331638906
"30-39",30,25066.86798976
"50-59",54,70734.1015342475
"30-39",34,84978.8668496563
"40-49",40,96871.3753902181
"30-39",31,112576.680274512
"20-29",25,57428.4659975559
"20-29",20,28419.9305674907
"60-69",61,58874.6180173262
"40-49",45,91102.0638418045
"60-69",64,83868.838051506
"60-69",63,118886.706192736
"20-29",22,9176.84770477776
"40-49",44,72837.9156853753
"50-59",55,27542.0237393156
"70-79",77,52192.8065977311
"70-79",71,60170.7163820448
"30-39",33,70877.6323745192
"20-29",28,112458.296378393
"20-29",28,34507.9195634647
"40-49",47,57797.6404371523
"20-29",24,57114.0771204467
"20-29",26,51373.2512912193
"20-29",20,32220.557034465
"80-",86,39279.1113182435
"50-59",51,37434.7133488733
"20-29",25,97727.0998168329
"30-39",30,43017.4998575208
"20-29",27,64271.2822234808
"40-49",40,84508.0133019229
"60-69",66,71170.913228917
"30-39",32,39483.6572662159
"40-49",41,70903.7337855514
"20-29",21,23567.1567654983
"40-49",47,58549.9842126171
"20-29",22,20960.1497150006
"50-59",55,61167.3418011838
"40-49",43,109712.336189706
"40-49",48,55449.7565649318
"40-49",41,44361.5404113046
"10-19",19,30732.3300069868
"30-39",31,75954.8236065384
"40-49",40,64976.4282769747
"30-39",31,58852.7249247055
"40-49",40,41247.4516645526
"60-69",69,59974.4774481182
"70-79",78,66285.7522872767
"50-59",56,78123.2133667697
"70-79",71,60947.6328128271
"70-79",72,46977.6676937879
"30-39",35,84423.7599596838
"40-49",43,58516.2844489327
"60-69",64,61318.3573152155
"70-79",70,54025.5421982841
"40-49",46,57485.2272280607
"40-49",49,70119.5418652868
"50-59",57,95947.6890225554
"80-",87,54942.6915769597
"40-49",43,63408.9061127517
"30-39",37,93792.9321677437
"60-69",66,52185.5645406763
"50-59",54,31078.1296968687
"30-39",38,28286.0078707463
"40-49",49,59867.4291475945
"70-79",73,41192.7324953227
"40-49",43,53487.5032135967
"30-39",31,86027.4407524737
"40-49",40,73169.9402780179
"20-29",26,69531.0884210818
"40-49",40,95344.3549647528
"60-69",66,46025.6757454522
"20-29",24,32708.6659416997
"10-19",18,28200.7058945652
"30-39",31,93500.0034779152
"50-59",56,83820.7874667207
"50-59",52,95506.3418146226
"50-59",53,102219.824477016
"80-",87,55997.4807678323
"20-29",28,35690.2956809206
"50-59",52,86176.5536109704
"20-29",28,67131.3666471816
"40-49",41,86770.7895646224
"20-29",21,48221.2728871721
"20-29",21,29285.1581613938
"70-79",78,14816.0240395629
"40-49",42,37642.1261846249
"30-39",35,121372.299940705
"40-49",46,86882.8642509878
"40-49",45,41269.1420959336
"70-79",72,53586.1824286305
"30-39",35,59273.9715950383
"40-49",46,65182.4932409123
"80-",88,82672.3637041257
"50-59",58,82662.6195459567
"20-29",27,47870.7888894862
"20-29",28,111124.934775301
"60-69",68,55620.1311243518
"50-59",55,92804.8496864502
"30-39",33,73780.0906973031
"30-39",36,76101.5650198245
"20-29",28,88969.8810616445
"40-49",41,63316.7643959355
"60-69",67,74268.9129193402
"70-79",70,52584.2701658234
"30-39",37,113108.212266049
"20-29",20,35859.3379149597
"30-39",36,82513.4653090353
"80-",86,59823.3431583951
"40-49",40,76058.6539542207
"80-",81,28300.1667760446
"30-39",36,85356.4158089122
"60-69",64,61638.7752159945
"40-49",40,102387.245651902
"30-39",35,58328.1871405953
"70-79",77,43911.1779234857
"40-49",40,64036.4849546959
"20-29",29,132755.142905512
"20-29",28,79610.964271221
"50-59",50,80597.1634109346
"50-59",56,65399.7235068585
"40-49",46,86994.8616929525
"70-79",75,25154.5215233087
"30-39",34,83709.902661507
"20-29",28,53641.2742562588
"30-39",35,104390.084943898
"30-39",39,94960.0222932875
"60-69",68,42943.4152035234
"50-59",50,74310.1801355033
"20-29",28,99656.1268560811
"30-39",33,77234.3331586041
"20-29",27,62955.488136225
"60-69",62,70826.7541867839
"20-29",27,103958.970356666
"30-39",32,65192.0370523265
"40-49",47,106161.880612705
"30-39",30,92485.6165098021
"60-69",67,28566.4247515998
"60-69",66,35545.5019597544
"60-69",61,111496.378634765
"60-69",69,55752.6545605499
"40-49",46,42833.0325556766
"30-39",33,144895.256705097
"30-39",39,69442.3664570852
"50-59",55,46432.5306978276
"20-29",20,16760.6853760128
"30-39",36,85673.9646268353
"60-69",64,54813.5602763628
"80-",83,59908.3182653277
"20-29",27,90606.9881745062
"40-49",43,130276.372348015
"40-49",44,81421.6782595086
"70-79",77,34662.8851634547
"30-39",37,17056.1561368384
"40-49",42,92893.4686610671
"70-79",70,50176.5067522572
"60-69",63,38158.366494812
"30-39",30,65798.8832512928
"30-39",36,98729.76150716
"30-39",39,83088.8927276129
"20-29",26,91844.1395108567
